,transaction_ID,transaction_type,transaction_date,transaction_status,transferring_registry,transferring_account_type,transferring_account_name,transferring_account_ID,transferring_account_holder,acquiring_registry,acquiring_account_type,acquiring_account_name,acquiring_account_ID,acquiring_account_holder,units
241,EU520529,10-0,2019-04-30 10:32:14.986,Completed,Slovenia,100,Belektron TRD Si,5016820,BELEKTRON d.o.o.,Germany,100,ECC AG Handel,5016813,European Commodity Clearing AG,50000
242,EU520531,10-72,2019-04-30 10:32:12.442,Completed,European Commission,100,EU Credit Exchange Account,5022593,EUROPEAN COMMISSION,Spain,100,"Lusan Asfaltos y Construcciones, S.L.U.",5024482,"Lusan Asfaltos y Construcciones, S.L.U.",40
243,EU511871,10-2,2019-04-30 10:31:20.735,Completed,Netherlands,100,China Southern Airlines,5024076,China Southern Airlines Company Limited,European Commission,100,EU Allowance deletion,5016380,European Commission,4117
244,EU520527,10-0,2019-04-30 10:31:16.935,Completed,Spain,100,"COMPAÑÍA ESPAÑOLA DE PETROLEOS, S.A.U.",5017896,"Compañía Española de Petróleos, S.A.",Netherlands,100,FUTURES CLIENT TRADING ACCOUNT,5027936,Macquarie Bank Limited,60000
245,EU516843,10-71,2019-04-30 10:31:05.769,Completed,Spain,100,"Lusan Asfaltos y Construcciones, S.L.U.",5024482,"Lusan Asfaltos y Construcciones, S.L.U.",European Commission,100,EU International Credit Account,5022590,EUROPEAN COMMISSION,40
246,EU520522,10-0,2019-04-30 10:25:05.758,Completed,United Kingdom,100,ED&F Man Capital Markets Ltd,5023256,E D & F MAN CAPITAL MARKETS LIMITED,Netherlands,100,ICE Clear Europe Limited,5026873,ICE Clear Europe Limited,20000
247,EU520523,10-2,2019-04-30 10:22:02.08,Completed,Germany,100,1808 - Anlagenkonto,5015345,ContiTech Transportbandsysteme GmbH,European Commission,100,EU Allowance deletion,5016380,European Commission,27146
248,EU520524,10-0,2019-04-30 10:20:00.75,Completed,Bulgaria,100,GRAND CAPITAL LTD,5028006,GRAND CAPITAL LTD,Bulgaria,100,BRIKEL,5016143,BRIKEL EAD,97000
249,EU520060,10-2,2019-04-30 10:15:47.505,Completed,Spain,100,"Cerámica Saloni, S.A.",5009120,"Cerámica Saloni, S.A.",European Commission,100,EU Allowance deletion,5016380,European Commission,55725
250,EU516554,10-2,2019-04-30 10:12:01.8,Completed,Spain,100,"Beam Suntory Spain, S.L.",5008762,"Beam Suntory Spain, S.L.",European Commission,100,EU Allowance deletion,5016380,European Commission,7693
251,EU520512,10-0,2019-04-30 10:10:43.161,Completed,Czech Republic,100,"ČEZ, a.s. - obchodní účet",5016960,"ČEZ, a. s.",United Kingdom,100,Newedge UK Financial Ltd,5016868,Societe Generale International Limited,350000
252,EU520479,10-0,2019-04-30 10:09:54.392,Completed,Netherlands,100,Vertis Environmental Finance Ltd,5017659,Vertis Environmental Finance Ltd,France,100,AIGLE AZUR,5000857,AIGLE AZUR,9679
253,EU520372,10-0,2019-04-30 10:09:14.17,Completed,Germany,100,swb Erzeugung und Entsorgung AG & Co. KG,5022217,swb Erzeugung und Entsorgung AG & Co. KG,Germany,100,GKB Bremen,5023810,Gemeinschaftskraftwerk Bremen GmbH & Co. KG,10000
254,EU520482,10-0,2019-04-30 10:09:08.442,Completed,Netherlands,100,Vertis Environmental Finance Ltd,5017659,Vertis Environmental Finance Ltd,France,100,AIGLE AZUR,5000857,AIGLE AZUR,171
255,EU520501,10-0,2019-04-30 10:09:05.923,Completed,Slovenia,100,Belektron TRD Si,5016820,BELEKTRON d.o.o.,Netherlands,100,FUTURES CLIENT TRADING ACCOUNT,5027936,Macquarie Bank Limited,297000
256,EU520462,10-0,2019-04-30 10:08:47.581,Completed,Netherlands,100,Vertis Environmental Finance Ltd,5017659,Vertis Environmental Finance Ltd,Italy,100,Rondine 01(ex Fontana),5018929,ITALCER SPA,2051
257,EU520458,10-0,2019-04-30 10:08:45.725,Completed,Germany,100,Commerzbank AG - Trading Account,5016810,COMMERZBANK Aktiengesellschaft,Germany,100,Feldmuehle GmbH Anlage PM,5015402,Feldmuehle GmbH,5762
258,EU520474,10-0,2019-04-30 10:08:34.473,Completed,Bulgaria,100,Grand Energy Distribution EOOD,5027708,Grand Energy Disribution EOOD,Bulgaria,100,GRAND CAPITAL LTD,5028006,GRAND CAPITAL LTD,97000
259,EU519843,10-2,2019-04-30 10:08:12.429,Completed,France,100,GASCOGNE PAPIER,5005288,GASCOGNE PAPIER,European Commission,100,EU Allowance deletion,5016380,European Commission,20099
260,EU520465,10-0,2019-04-30 10:08:01.744,Completed,Netherlands,100,Vertis Environmental Finance Ltd,5017659,Vertis Environmental Finance Ltd,Netherlands,100,FUTURES CLIENT TRADING ACCOUNT,5027936,Macquarie Bank Limited,20000
261,EU517244,10-2,2019-04-30 10:07:46.789,Completed,France,100,SAFRAN LANDING SYSTEMS,5005545,SAFRAN LANDING SYSTEMS,European Commission,100,EU Allowance deletion,5016380,European Commission,22387
262,EU520520,10-0,2019-04-30 10:07:33.435,Completed,United Kingdom,100,Environmental Market Services Limited,5027412,Environmental Market Services limited,Slovenia,100,Belektron TRD Si,5016820,BELEKTRON d.o.o.,25000
263,EU520461,10-0,2019-04-30 10:07:32.171,Completed,Netherlands,100,Vertis Environmental Finance Ltd,5017659,Vertis Environmental Finance Ltd,Italy,100,Rondine S.p.A.,5018933,ITALCER SPA,477
264,EU520126,10-0,2019-04-30 10:07:12.728,Completed,Bulgaria,100,Zagora Finacorp Jsc.,5027231,Zagora Finacorp Jsc.,Slovakia,100,"CHEMES, a. s. Humenné",5002996,"CHEMES, a.s. Humenné",29000
265,EU520490,10-0,2019-04-30 10:06:21.932,Completed,Germany,100,Statkraft Markets GmbH,5017011,Statkraft Markets GmbH,United Kingdom,100,Newedge UK Financial Ltd,5016868,Societe Generale International Limited,500000
266,EU520516,10-0,2019-04-30 10:04:51.381,Completed,United Kingdom,100,SEB FUTURES,5017323,S E B,Netherlands,100,ICE Clear Europe Limited,5026873,ICE Clear Europe Limited,17000
267,EU520488,10-0,2019-04-30 10:03:09.342,Completed,Spain,100,"Naturgy Energy Group, S.A.",5017187,"Naturgy Energy Group, S.A.",Spain,100,CUENTA NEGOCIACION MERCADOS CO2,5017384,"Naturgy Ciclos Combinados, S.L.U.",270000
268,EU520463,10-0,2019-04-30 10:02:40.106,Completed,Netherlands,100,Vertis Environmental Finance Ltd,5017659,Vertis Environmental Finance Ltd,Iceland,100,Bluebird Cargo,5017996,Bluebird,328
269,EU520455,10-0,2019-04-30 10:02:39.938,Completed,Germany,100,Commerzbank AG - Trading Account,5016810,COMMERZBANK Aktiengesellschaft,France,100,EDF TRADING LIMITED,5027028,EDF TRADING LTD,86000
270,EU520466,10-0,2019-04-30 10:01:48.545,Completed,Netherlands,100,Vertis Environmental Finance Ltd,5017659,Vertis Environmental Finance Ltd,Iceland,100,Bluebird Cargo,5017996,Bluebird,9919
271,EU520453,10-0,2019-04-30 10:01:01.945,Completed,Germany,100,Commerzbank AG - Trading Account,5016810,COMMERZBANK Aktiengesellschaft,Germany,100,Deutsche Lufthansa Aktiengesellschaft,5013721,Deutsche Lufthansa Aktiengesellschaft,100000
272,EU520429,10-0,2019-04-30 10:00:46.652,Completed,Spain,100,FUTURA CARBONO S.L.,5024181,FUTURA CARBONO S.L.,United Kingdom,100,ED&F Man Capital Markets Ltd,5023256,E D & F MAN CAPITAL MARKETS LIMITED,20000
273,EU520478,10-0,2019-04-30 10:00:37.186,Completed,Netherlands,100,Vertis Environmental Finance Ltd,5017659,Vertis Environmental Finance Ltd,Spain,100,Matías Goma Tomás S.A.,5009813,Matias Gomá Tomas S.A.,275
274,EU520312,10-2,2019-04-30 09:55:02.661,Completed,France,100,SUMIRIKO RUBBER COMPOUNDING FRANCE,5004811,SUMIRIKO RUBBER COMPOUNDING FRANCE SAS,European Commission,100,EU Allowance deletion,5016380,European Commission,2588
275,EU520503,10-2,2019-04-30 09:49:14.662,Completed,Germany,100,613 - Anlagenkonto,5016099,Schoß als Insolvenzverwalter der Papierfabrik Tönnesmann Hönnetal GmbH & Co. KG,European Commission,100,EU Allowance deletion,5016380,European Commission,1083
276,EU519376,10-2,2019-04-30 09:48:03.708,Completed,Germany,100,Westlake Epoxy GmbH,5019602,Westlake Epoxy GmbH,European Commission,100,EU Allowance deletion,5016380,European Commission,9320
277,EU520457,10-2,2019-04-30 09:46:46.708,Completed,Germany,100,Momentive Performance Materials GmbH,5027680,Momentive Performance Materials GmbH,European Commission,100,EU Allowance deletion,5016380,European Commission,11
278,EU519963,10-2,2019-04-30 09:44:37.576,Completed,Netherlands,100,DAMCO Aluminium Delfzijl Coöperatie U.A.,5022973,DAMCO Aluminium Delfzijl Coöperatie U.A.,European Commission,100,EU Allowance deletion,5016380,European Commission,106435
279,EU520498,10-2,2019-04-30 09:28:07.736,Completed,Bulgaria,100,Zagorka AD,5016187,Zagorka AD,European Commission,100,EU Allowance deletion,5016380,European Commission,4876
280,EU520496,10-2,2019-04-30 09:26:15.723,Completed,Bulgaria,100,AES-3C Maritza East 1,5016306,AES-3C Maritza East 1,European Commission,100,EU Allowance deletion,5016380,European Commission,4037871
281,EU520065,10-2,2019-04-30 09:26:15.22,Completed,France,100,ETEX FRANCE BUILDING PERFORMANCE - AUNEUIL,5022129,ETEX FRANCE BUILDING PERFORMANCE,European Commission,100,EU Allowance deletion,5016380,European Commission,56981
282,EU517919,10-2,2019-04-30 09:25:34.289,Completed,France,100,EURALIS CEREALES SOLFERINO,5022753,EURALIS CEREALES,European Commission,100,EU Allowance deletion,5016380,European Commission,656
283,EU517922,10-2,2019-04-30 09:22:31.89,Completed,France,100,EURALIS CEREALES BARCELONNE DU GERS,5022754,EURALIS CEREALES,European Commission,100,EU Allowance deletion,5016380,European Commission,965
284,EU517926,10-2,2019-04-30 09:20:33.5,Completed,France,100,EURALIS CEREALES LESCAR,5022755,EURALIS CEREALES,European Commission,100,EU Allowance deletion,5016380,European Commission,1586
285,EU520263,10-2,2019-04-30 09:17:14.078,Completed,Hungary,100,Operator Account:HU14,5011654,Bakonyi Bioenergia Kft.,European Commission,100,EU Allowance deletion,5016380,European Commission,3648
286,EU520450,10-2,2019-04-30 09:17:11.632,Completed,Poland,100,Kotłownia Zakładowa,5002694,HGBS FINANSE S.A.,European Commission,100,EU Allowance deletion,5016380,European Commission,1422
287,EU520356,10-2,2019-04-30 09:16:49.53,Completed,Spain,100,"Geisa Fabrics, S.L.",5009361,"Geisa Fabrics, S.L.",European Commission,100,EU Allowance deletion,5016380,European Commission,18102
288,EU520424,10-2,2019-04-30 09:13:24.06,Completed,Netherlands,100,DJP - De Hoop B.V.,5011345,DS Smith Packaging Netherlands B.V.,European Commission,100,EU Allowance deletion,5016380,European Commission,145633
289,EU520495,10-2,2019-04-30 09:10:28.283,Completed,Denmark,100,SUN-AIR of Scandinavia,5019108,SUN-AIR of Scandinavia A/S,European Commission,100,EU Allowance deletion,5016380,European Commission,31475
290,EU518223,10-2,2019-04-30 09:08:26.085,Completed,Germany,100,Otto Morof Tief- und Straßenbau GmbH,5018659,Otto Morof Tief- und Straßenbau GmbH,European Commission,100,EU Allowance deletion,5016380,European Commission,3332
291,EU520487,10-2,2019-04-30 09:06:23.095,Completed,Bulgaria,100,VEOLIA ENERGY VARNA EAD,5016182,VEOLIA ENERDGY VARNA EAD,European Commission,100,EU Allowance deletion,5016380,European Commission,37823
292,EU520492,10-72,2019-04-30 09:05:12.154,Completed,European Commission,100,EU Credit Exchange Account - Aviation,5022592,EUROPEAN COMMISSION,Denmark,100,SUN-AIR of Scandinavia,5019108,SUN-AIR of Scandinavia A/S,472
293,EU520485,10-2,2019-04-30 09:04:35.378,Completed,Bulgaria,100,Toplofikatsia Ruse-TEC Ruse Iztok,5016163,Toplofikatsia Ruse AD,European Commission,100,EU Allowance deletion,5016380,European Commission,248927
294,EU520439,10-71,2019-04-30 09:04:18.376,Completed,Denmark,100,SUN-AIR of Scandinavia,5019108,SUN-AIR of Scandinavia A/S,European Commission,100,EU International Credit Account - Aviation,5022591,EUROPEAN COMMISSION,472
295,EU520481,10-2,2019-04-30 08:59:51.889,Completed,Czech Republic,100,HELUZ cihlářský průmysl v.o.s.,5007062,HELUZ cihlářský průmysl v.o.s.,European Commission,100,EU Allowance deletion,5016380,European Commission,15909
296,EU520402,10-2,2019-04-30 08:59:48.699,Completed,Slovenia,100,Adria Airways d.d.,5000337,Adria Airways d.o.o.- V STEČAJU,European Commission,100,EU Allowance deletion,5016380,European Commission,3916
297,EU520427,10-2,2019-04-30 08:58:23.968,Completed,Germany,100,1025 - Anlagenkonto,5014202,FFR Fernwärmeversorgung Flugplatz Ramstein GmbH,European Commission,100,EU Allowance deletion,5016380,European Commission,21002
298,EU520082,10-2,2019-04-30 08:54:08.538,Completed,Hungary,100,PERTAR 31:HU304,5011888,CHP-ERŐMŰ Kft.,European Commission,100,EU Allowance deletion,5016380,European Commission,12711
299,EU520000,10-2,2019-04-30 08:52:40.851,Completed,Germany,100,Account of UTair Aviation JSC,5019076,UTair Aviation,European Commission,100,EU Allowance deletion,5016380,European Commission,27
300,EU520473,10-2,2019-04-30 08:47:06.777,Completed,Bulgaria,100,TPP MARITSA EAST 2  EAD,5016161,TPP MARITSA EAST 2  EAD,European Commission,100,EU Allowance deletion,5016380,European Commission,9574047
301,EU520469,10-2,2019-04-30 08:46:56.152,Completed,Germany,100,1721 - Minden - PharmaChemikalien,5015201,Siegfried PharmaChemikalien Minden GmbH,European Commission,100,EU Allowance deletion,5016380,European Commission,11319
302,EU520472,10-2,2019-04-30 08:45:31.233,Completed,Bulgaria,100,"""RUBIN TRADING"" EAD",5016155,Rubin Trading EAD,European Commission,100,EU Allowance deletion,5016380,European Commission,51028
303,EU520471,10-2,2019-04-30 08:43:43.525,Completed,Bulgaria,100,Toplofikacia Pleven,5016151,Toplofikacia Pleven EAD,European Commission,100,EU Allowance deletion,5016380,European Commission,185595
304,EU520467,10-2,2019-04-30 08:41:34.977,Completed,Bulgaria,100,TEC Marica 3,5016142,TEC Marica 3 AD,European Commission,100,EU Allowance deletion,5016380,European Commission,8011
305,EU519882,10-2,2019-04-30 08:38:08.152,Completed,France,100,APERAM ALLOYS IMPHY,5004866,APERAM ALLOYS IMPHY,European Commission,100,EU Allowance deletion,5016380,European Commission,24546
306,EU520442,10-2,2019-04-30 08:34:35.668,Completed,Hungary,100,HF. Formula Kft.,5027689,HF. Formula Kft.,European Commission,100,EU Allowance deletion,5016380,European Commission,1898
307,EU520451,10-2,2019-04-30 08:27:37.928,Completed,Denmark,100,Danish Air Transport A/S,5019217,DAT A/S,European Commission,100,EU Allowance deletion,5016380,European Commission,72202
308,EU520304,10-2,2019-04-30 08:25:21.686,Completed,Austria,100,Altenrhein Luftfahrt GmbH,5026087,Altenrhein Luftfahrt GmbH,European Commission,100,EU Allowance deletion,5016380,European Commission,2869
309,EU520123,10-2,2019-04-30 08:21:24.202,Completed,Germany,100,Werk Schermbeck,5015842,Dachziegelwerke Nelskamp GmbH,European Commission,100,EU Allowance deletion,5016380,European Commission,8856
310,EU520445,10-2,2019-04-30 08:14:09.834,Completed,Bulgaria,100,Toplofikacia Sofia EAD-TEC Sofia,5016194,Toplofikacia Sofia EAD,European Commission,100,EU Allowance deletion,5016380,European Commission,383155
311,EU520447,10-2,2019-04-30 08:13:08.351,Completed,Bulgaria,100,Toplofikacia Sofia EAD-OC Zemliane,5016196,Toplofikacia Sofia EAD,European Commission,100,EU Allowance deletion,5016380,European Commission,156388
312,EU520459,10-2,2019-04-30 08:12:19.467,Completed,Bulgaria,100,TOPLOFIKATSIA – VRATSA TETs GRADSKA,5016139,“ TOPLOFIKATSIA – VRATSA” EAD,European Commission,100,EU Allowance deletion,5016380,European Commission,28734
313,EU520456,10-2,2019-04-30 08:10:47.017,Completed,Bulgaria,100,Toplofikatsia - Razgrad AD,5016137,Toplofikatsia Razgrad AD,European Commission,100,EU Allowance deletion,5016380,European Commission,12339
314,EU520454,10-2,2019-04-30 08:09:22.998,Completed,Bulgaria,100,Toplofikatsia Bourgas,5016126,Toplofikatsia-Bourgas EAD,European Commission,100,EU Allowance deletion,5016380,European Commission,73565
315,EU520452,10-2,2019-04-30 08:07:50.666,Completed,Bulgaria,100,TPP Bobov Dol,5016122,TPP Bobov Dol,European Commission,100,EU Allowance deletion,5016380,European Commission,1193696
316,EU520448,10-2,2019-04-30 08:06:10.859,Completed,Bulgaria,100,ContourGlobal Maritsa East 3 AD,5016120,ContourGlobal Maritsa East 3 AD,European Commission,100,EU Allowance deletion,5016380,European Commission,4886646
317,EU520446,10-2,2019-04-30 08:04:36.85,Completed,Bulgaria,100,"""Toplofikacia-Sliven-eng. Angel Angelov"" EAD",5016119,"""Toplofikacia Sliven"" EAD",European Commission,100,EU Allowance deletion,5016380,European Commission,119768
318,EU520444,10-2,2019-04-30 08:03:14.496,Completed,Bulgaria,100,"""TOPLOFICATSIA VT"" AD",5016118,“TOPLOFICATSIA VT” AD,European Commission,100,EU Allowance deletion,5016380,European Commission,14762
319,EU520443,10-2,2019-04-30 08:01:19.309,Completed,Bulgaria,100,Toplofikacia Pernik AD,5016115,Toplofikacia Pernik AD,European Commission,100,EU Allowance deletion,5016380,European Commission,197328
320,EU520441,10-36,2019-04-30 01:30:28.188,Completed,European Commission,100,EU ALLOCATION ACCOUNT,5022208,EUROPEAN UNION,Italy,100,Operator Account,5013228,Marangoni S.p.A.,5061
321,EU520440,10-36,2019-04-30 01:30:28.186,Completed,European Commission,100,EU ALLOCATION ACCOUNT,5022208,EUROPEAN UNION,Italy,100,Operator Account,5012371,Kineo Energy & Facility srl,2808
322,EU516472,10-2,2019-04-29 21:51:03.437,Completed,Greece,100,CORINTH PIPEWORKS S.A.,5019386,CORINTH PIPEWORKS S.A.,European Commission,100,EU Allowance deletion,5016380,European Commission,1388
323,EU517649,10-2,2019-04-29 21:50:07.278,Completed,Greece,100,SIDENOR,5002470,ΣΙΔΕΝΟΡ ΒΙΟΜ ΚΑΤ ΣΙΔΗΡΟΥ ΑΕ,European Commission,100,EU Allowance deletion,5016380,European Commission,28814
324,EU517664,10-2,2019-04-29 21:45:42.408,Completed,Greece,100,SOBEL,5002478,SOVEL  AE,European Commission,100,EU Allowance deletion,5016380,European Commission,55799
325,EU520436,10-2,2019-04-29 20:35:05.938,Completed,Portugal,100,"143-Prélis Cerâmica, Lda",5002702,"Prélis Cerâmica, Lda",European Commission,100,EU Allowance deletion,5016380,European Commission,1304
326,EU520438,10-72,2019-04-29 20:30:26.487,Completed,European Commission,100,EU Credit Exchange Account,5022593,EUROPEAN COMMISSION,France,100,NAVAL GROUP,5023286,NAVAL GROUP,2242
327,EU516939,10-71,2019-04-29 20:29:36.247,Completed,France,100,NAVAL GROUP,5023286,NAVAL GROUP,European Commission,100,EU International Credit Account,5022590,EUROPEAN COMMISSION,2242
328,EU516935,10-2,2019-04-29 20:27:57.875,Completed,France,100,NAVAL GROUP,5023286,NAVAL GROUP,European Commission,100,EU Allowance deletion,5016380,European Commission,2614
329,EU520434,10-2,2019-04-29 18:55:46.68,Completed,Portugal,100,"Papeleira Coreboard, S.A.",5002994,"Papeleira Coreboard, S.A.",European Commission,100,EU Allowance deletion,5016380,European Commission,10432
330,EU520300,10-2,2019-04-29 18:51:54.785,Completed,Germany,100,"Omni Air International, Inc.",5017309,"Omni Air International, LLC",European Commission,100,EU Allowance deletion,5016380,European Commission,4429
331,EU519784,10-2,2019-04-29 18:44:29.849,Completed,France,100,HAUCONCOURT ENROBES,5027304,HAUCONCOURT ENROBES SAS,European Commission,100,EU Allowance deletion,5016380,European Commission,14516
332,EU520425,10-2,2019-04-29 18:40:08.696,Completed,Greece,100,MAXI A.B.E.E.,5022092,MAXI A.B.E.E.,European Commission,100,EU Allowance deletion,5016380,European Commission,9622
333,EU520375,10-2,2019-04-29 18:34:03.177,Completed,Poland,100,Ciepłownia Kłodzko,5002581,Calor Energetyka Cieplna,European Commission,100,EU Allowance deletion,5016380,European Commission,13764
334,EU520433,10-2,2019-04-29 18:31:10.338,Completed,Portugal,100,"Ria Stone, Fábrica de Louça de Mesa em Grés, SA",5027968,"Ria Stone, Fábrica de Louça de Mesa em Grés, SA",European Commission,100,EU Allowance deletion,5016380,European Commission,314
335,EU518406,10-2,2019-04-29 18:27:10.428,Completed,Iceland,100,Loðnuvinnslan hf,5021200,Loðnuvinnslan hf,European Commission,100,EU Allowance deletion,5016380,European Commission,2447
336,EU520423,10-2,2019-04-29 18:25:50.163,Completed,Germany,100,Air X Charter GmbH & Co. KG,5027787,Air X Charter (Germany) GmbH & Co. KG,European Commission,100,EU Allowance deletion,5016380,European Commission,7208
337,EU520432,10-2,2019-04-29 18:23:56.552,Completed,Iceland,100,Verne Global hf,5024516,Verne Global hf,European Commission,100,EU Allowance deletion,5016380,European Commission,36
338,EU519719,10-2,2019-04-29 18:22:02.797,Completed,Portugal,100,127-RAR-Cogeração Unipessoal Lda,5002656,RAR-Cogeração Unipessoal Lda,European Commission,100,EU Allowance deletion,5016380,European Commission,36539
339,EU520430,10-2,2019-04-29 18:19:30.589,Completed,Italy,100,CONTO QUOTE CO2,5022423,B Tech S.r.l.,European Commission,100,EU Allowance deletion,5016380,European Commission,1730
340,EU520431,10-2,2019-04-29 18:11:42.226,Completed,Ireland,100,ASL Airlines (Ireland) Limited,5000840,ASL Airlines (Ireland) Limited,European Commission,100,EU Allowance deletion,5016380,European Commission,42838
341,EU520297,10-2,2019-04-29 18:10:39.517,Completed,United Kingdom,100,Scunthorpe Integrated Steel Works,5008234,British Steel Limited,European Commission,100,EU Allowance deletion,5016380,European Commission,5073764
342,EU520357,10-2,2019-04-29 18:10:04.123,Completed,France,100,DALKIA DUSVA,5005340,DALKIA,European Commission,100,EU Allowance deletion,5016380,European Commission,4474
343,EU520406,10-2,2019-04-29 18:09:35.148,Completed,Poland,100,Ciepłownia Myszków,5003056,U and R CALOR,European Commission,100,EU Allowance deletion,5016380,European Commission,20850
344,EU517713,10-82,2019-04-29 18:02:06.323,Completed,European Commission,100,EU Allowance deletion,5016380,European Commission,Germany,100,419 - Anlagenkonto,5014171,Sander Insolvenzverwalter der Wehrmann-Ziegel GmbH,2116
345,EU520428,10-2,2019-04-29 17:52:31.356,Completed,Poland,100,Ciepłownia,5003559,GZP Energia Cieplna Sp. z o.o.,European Commission,100,EU Allowance deletion,5016380,European Commission,43238
346,EU519827,10-0,2019-04-29 17:52:31.27,Completed,Czech Republic,100,HELUZ cihl. prům.-Cihelna Libochovice,5006828,HELUZ cihlářský průmysl v.o.s.,Czech Republic,100,HELUZ cihlářský průmysl v.o.s.,5007062,HELUZ cihlářský průmysl v.o.s.,20000
347,EU520394,10-2,2019-04-29 17:47:13.001,Completed,France,100,POLYREY SAS,5027146,POLYREY SAS,European Commission,100,EU Allowance deletion,5016380,European Commission,288
348,EU520365,10-2,2019-04-29 17:45:36.933,Completed,Spain,100,Fábrica Nacional de Moneda y Timbre - Fábrica de Burgos,5023172,Fábrica Nacional de Moneda y Timbre,European Commission,100,EU Allowance deletion,5016380,European Commission,2370
349,EU519725,10-0,2019-04-29 17:32:36.073,Completed,Germany,100,Emissionshändler.com GEMB mbH,5019435,GEMB Gesellschaft für Emissionsmanagement und Beratung mbH,Poland,100,Ciepłownia,5003559,GZP Energia Cieplna Sp. z o.o.,9300
350,EU513694,10-2,2019-04-29 17:31:11.559,Completed,Spain,100,Global Switch Property Madrid S.L.,5022927,Global Switch Property Madrid S.L.,European Commission,100,EU Allowance deletion,5016380,European Commission,16
351,EU519809,10-0,2019-04-29 17:26:13.919,Completed,Germany,100,BHKW Ramstein,5027974,FFR Fernwärmeversorgung Flugplatz Ramstein GmbH,Germany,100,1025 - Anlagenkonto,5014202,FFR Fernwärmeversorgung Flugplatz Ramstein GmbH,10081
352,EU520407,10-2,2019-04-29 17:25:38.189,Completed,Norway,100,Pelagia AS Bodø Sildoljefabrikk,5012213,Pelagia AS,European Commission,100,EU Allowance deletion,5016380,European Commission,8513
353,EU520409,10-2,2019-04-29 17:24:41.495,Completed,Norway,100,Pelagia AS Egersund Sildoljefabrikk,5012221,Pelagia AS,European Commission,100,EU Allowance deletion,5016380,European Commission,17101
354,EU520411,10-2,2019-04-29 17:23:28.006,Completed,Norway,100,Pelagia AS Karmsund Fiskemel,5012248,Pelagia AS,European Commission,100,EU Allowance deletion,5016380,European Commission,14960
355,EU520403,10-2,2019-04-29 17:23:13.267,Completed,Spain,100,"Linasa Cogeneración y Asociados, S.L.",5009945,"Linasa Cogeneración y Asociados, S.L.",European Commission,100,EU Allowance deletion,5016380,European Commission,27507
356,EU519802,10-0,2019-04-29 17:22:35.523,Completed,Norway,100,ConocoPhillips Skandinavia AS Ekofiskområdet,5012218,ConocoPhillips Skandinavia AS,United Kingdom,100,ConocoPhillips (U.K.) Marketing and Trading Limited,5007127,CHRYSAOR PRODUCTION (U.K.) LIMITED,5303
357,EU520418,10-2,2019-04-29 17:22:23.73,Completed,Norway,100,Pelagia AS Måløy Sildoljefabrikk,5012255,Pelagia AS,European Commission,100,EU Allowance deletion,5016380,European Commission,19307
358,EU520376,10-2,2019-04-29 17:21:58.286,Completed,France,100,PROVENCE ENROBES,5022252,PROVENCE ENROBES,European Commission,100,EU Allowance deletion,5016380,European Commission,3065
359,EU520413,10-2,2019-04-29 17:21:35.04,Completed,Portugal,100,57-Petróleos de Portugal - Petrogal S.A,5003978,Petróleos de Portugal - Petrogal S.A,European Commission,100,EU Allowance deletion,5016380,European Commission,2359050
360,EU520414,10-2,2019-04-29 17:20:22.6,Completed,Spain,100,"Gestair, S.A.",5018701,"Gestair, S.A.",European Commission,100,EU Allowance deletion,5016380,European Commission,15711
361,EU519798,10-0,2019-04-29 17:17:59.724,Completed,Sweden,100,Gastur,5001974,Stockholm Exergi AB,Sweden,100,Reservpanna Brommaplan,5001810,Stockholm Exergi AB,40781
362,EU520420,10-72,2019-04-29 17:17:38.895,Completed,European Commission,100,EU Credit Exchange Account,5022593,EUROPEAN COMMISSION,Italy,100,Raffmetal,5018190,Raffmetal SpA,2134
363,EU520405,10-71,2019-04-29 17:16:31.669,Completed,Italy,100,Raffmetal,5018190,Raffmetal SpA,European Commission,100,EU International Credit Account,5022590,EUROPEAN COMMISSION,2134
364,EU520417,10-72,2019-04-29 17:16:19.041,Completed,European Commission,100,EU Credit Exchange Account,5022593,EUROPEAN COMMISSION,Spain,100,"Todagres, S.A.",5023194,"Todagres, S.A.",4031
365,EU518364,10-2,2019-04-29 17:16:03.45,Completed,Italy,100,Studium Power&Service,5012932,"Azienda Ospedaliera Universitaria "" Federico II""",European Commission,100,EU Allowance deletion,5016380,European Commission,29823
366,EU520404,10-71,2019-04-29 17:15:21.219,Completed,Spain,100,"Todagres, S.A.",5023194,"Todagres, S.A.",European Commission,100,EU International Credit Account,5022590,EUROPEAN COMMISSION,4031
367,EU520412,10-72,2019-04-29 17:14:41.017,Completed,European Commission,100,EU Credit Exchange Account - Aviation,5022592,EUROPEAN COMMISSION,Spain,100,"Gestair, S.A.",5018701,"Gestair, S.A.",235
368,EU518400,10-71,2019-04-29 17:13:43.934,Completed,Spain,100,"Gestair, S.A.",5018701,"Gestair, S.A.",European Commission,100,EU International Credit Account - Aviation,5022591,EUROPEAN COMMISSION,235
369,EU519788,10-0,2019-04-29 17:13:31.163,Completed,France,100,ENGIE GLOBAL MARKETS,5021621,ENGIE GLOBAL MARKETS,Belgium,100,220 Clarebout Potatoes,5004619,Clarebout Potatoes,2
370,EU520379,10-2,2019-04-29 17:01:36.229,Completed,Italy,100,Operator Account,5012957,Tecnovalore S.r.l.,European Commission,100,EU Allowance deletion,5016380,European Commission,9180
